video_id,title,ideology,topic,ideology_confidence,topic_confidence,reason,ideology_oldNO_Match,
uXOGRdTX2pY,피부과 분위기 난리도 아니야~! [SNL 코리아] 시즌 8 ‘스마일 클리닉’ 하이라이트,neutral,other,high,high,The content appears to be a highlight reel from a comedy show and does not engage in gender-related discourse.,neutral,
VToEAj-Iwd8,대기업 회장조차도 피해갈 수 없는 인터넷 표 조리돌림 ㅋㅋㅋㅋㅋㅋㅋㅋ,neutral,other,high,high,The content appears to focus on internet culture and humor without any clear stance on gender-related issues.,neutral,
pX1mZumMQ8s,"🤏현재 한국 게임이 '남혐 논란'으로 난리난 이유 [스튜디오 뿌리, 남혐 사태]",anti_feminism,gender_conflict_discourse,high,high,"The title and description indicate a focus on a controversy related to perceived anti-male sentiments in gaming, which aligns with anti-feminist discourse and gender conflict.",anti_feminism,
Yy0jDix3rpU,왜 너희가 서운해...?│【스튜디오 뿌리 논란 정리】,anti_feminism,gender_conflict_discourse,high,high,"The video discusses a controversy related to male grievances and perceptions of misogyny, indicating an anti-feminist stance within the context of gender conflict discourse.",anti_feminism,
etU12hGn7IA,"던파 최악의 사건 이후, 던파 근황",neutral,other,high,high,The video discusses updates related to a game without any gender-related discourse.,neutral,
E5eu-5CmSu4,🤏모든 게임을 비상 걸리게 한 '넥슨 뿌리 사태' 근황,anti_feminism,gender_conflict_discourse,high,high,"The video discusses a situation related to Nexon and mentions '성별혐오OUT' (gender discrimination out), indicating a stance against gender-related issues, which aligns with anti-feminism and gender conflict discourse.",anti_feminism,
BPfaGBehW98,이재명이 스타벅스 부풀려 숨긴 것들/ 박근혜 한마디에 현장 술렁...민주당 사색됐다 [이것이 뉴스다],neutral,electoral_generational_conflict,high,high,"The video discusses political events and figures without a clear stance on gender-related issues, focusing instead on electoral matters.",neutral,
yu2nWsAIVcE,"한동훈 캠프에 들어오는 국힘 공동 유세 요청...“박형준 캠프서 ‘지하철 한번 같이 타자’고”(송영훈 전 국민의힘 대변인, 김준일 시사평론가)📌광화문 비대위",neutral,electoral_generational_conflict,high,high,The content discusses political events and figures without expressing a clear stance on gender-related issues.,neutral,
h6hZNwiMMx4,"""쎄함은 과학입니다"" FBI 요원이 직감을 믿는 이유ㅣ글로벌초대석 EP.1",neutral,other,high,high,"The video discusses the experiences of a former FBI agent and topics related to narcissism and psychology, which do not directly relate to gender-related discourse.",neutral,
9cFM1kKWqxE,"""중국 공장 싹다 빼!"" 참다못한 삼성 충격 결단. 중국은 이제 쫄딱 망했다 | 이춘근 박사 3부",neutral,other,high,high,The video discusses Samsung's business decisions regarding China and does not engage in gender-related discourse.,neutral,
KSsNViYImt0,"[현장 생중계] 박근혜 대통령 충북,대전 방문 [육영수 여사 생가 방문,대전 이장우 선거사무소 방문]",neutral,electoral_generational_conflict,high,high,The video focuses on a political event involving a former president and does not engage in gender-related discourse or express a clear ideological stance.,neutral,
E6ACxaFfrTM,백광현 출연 |  부인 극구 만류에도 유동규 결국...유동규 출소 회견 및 음주 회동 비하인드썰 [판읽기],neutral,other,high,high,The video discusses a news event related to a specific individual and does not engage in gender-related discourse or express a clear ideological stance.,neutral,
NkHy4u6B5iQ,"이재명 과거 발언 재조명?!...김민수 ""대장동 본인이 했다면서요 영상으로 다 남아있어요"" [엄튜브]",neutral,electoral_generational_conflict,high,high,"The video discusses political statements and controversies related to a specific politician, focusing on electoral issues without a clear feminist or anti-feminist stance.",neutral,
x_5g8eAz424,나의 사회적 신분을 결정하는 ‘3가지’ 행동ㅣ지식인초대석 EP.155 (보만 스님 2부),neutral,other,medium,high,"The video discusses middle-aged men's psychology and family relationships without a clear stance on gender-related issues, making it neutral in ideology and unrelated to specific gender discourse topics.",neutral,
3oozJssFCxY,"""외계인급 기술.."" 미국이 한국 반도체를 절대 못 이기는 이유 l 국경없는 클래스 EP.12 (권석준 교수 1부)",neutral,other,high,high,"The video discusses semiconductor technology and market trends, which are unrelated to gender-related discourse.",neutral,
12NlsNn2JME,"백광현 출연 | 박상용 검사·정유미 검사 총출동, 국회서 공소취소 찬반 토론회 열린다 ""민주당 의원들 피하지 말고 나오시라"" [판읽기]",neutral,electoral_generational_conflict,high,high,The video discusses a political debate regarding public prosecution cancellation without expressing a clear ideological stance on gender issues.,neutral,
gPKvdWJJdEY,"'대장동 녹취 폭로' 백광현 특별 초대석...""유동규·남욱 '팩트로만 하고 벌 받자'고 해...녹취 많으니 거짓말 할 생각 마시라""  [흑백여의도]",neutral,other,high,high,"The video discusses political issues and allegations related to a specific case, which does not pertain to gender-related discourse.",neutral,
nNPX4ecX-dY,역대급 최저물량?!! 2027·2028 서울 아파트 물량 이미 답 정해져 있는 이유?![엄튜브],neutral,other,high,high,"The video discusses real estate market trends and forecasts, which are unrelated to gender-related discourse.",neutral,
HfqzzulL3k0,"[이런뉴스] 박근혜, 대구 이어 충청 지원…“좋은 결과 있기를” / KBS 2026.05.25.",neutral,electoral_generational_conflict,high,high,The video discusses political activities and support for candidates without expressing a clear ideological stance on gender issues.,neutral,
uXCPOZdxZHo,[홍사훈쑈] 평택만의 문제 아니야 '격전지 악영향'ㅣ최강욱X조수진ㅣ2026년 5월 25일 월요일,neutral,electoral_generational_conflict,high,high,The video discusses local election issues and political topics without a clear feminist or anti-feminist stance.,neutral,
B4EksK2eaWA,이란 전쟁보다 끔찍한 대참사. 중국 지금 쫄딱 망할 판이다｜김진 앵커 풀버전1,neutral,other,high,high,"The video discusses international relations and military issues, which are unrelated to gender-related discourse.",neutral,
A0pRFd9GYlk,??? : 우리 박수 한 번 칠까요? 잘한다 [엄튜브],neutral,electoral_generational_conflict,high,medium,"The video discusses a political event without expressing a clear ideological stance on gender issues, focusing instead on a specific political context.",neutral,
dmNCUFI5_yY,[현장영상] 탄핵당한 대통령인데... 박근혜 이장우 공개지원,neutral,electoral_generational_conflict,high,high,"The video discusses a political event involving a former president supporting a candidate, which relates to electoral politics without a clear gender-related discourse.",neutral,
wothE1zFG4c,"[뉴스특보] 트럼프 ""합의 서두르지마""…美·이란 전쟁 출구 임박? / 연합뉴스TV (YonhapnewsTV)",neutral,other,high,high,The video discusses U.S.-Iran negotiations and political dynamics without addressing gender-related issues.,neutral,
f_yEsI0ZNNo,"[#신세계] 우리가 애 낳아주는 건요? 신세계 역대급 토론 배틀💥 시어머니, 비밀번호 알려줘야 할까? #치트키",neutral,dating_marriage,medium,high,"The video appears to discuss topics related to childbirth and family dynamics, which aligns with dating and marriage discourse, but does not clearly advocate for or against any ideological stance.",neutral,
ToJO0Umf-6c,＂남편 되게 위험한 사람이에요＂ 상담가가 급발진 부부에게 진심으로 경고하는 이유💥｜이혼숙려캠프｜JTBC 241031 방송,neutral,dating_marriage,medium,high,"The video discusses a couple's issues and a counselor's warning, which relates to marriage and relationship dynamics without a clear ideological stance.",neutral,
Dr5zebXpO-M,"Storchennest Live Webcam in Bad Salzungen, Thüringen",neutral,other,high,high,The content is informational about a stork nest and does not engage in gender-related discourse.,neutral,
uFPqH0RH4u4,"[#에이콕] ""우리가 뭐가 문제죠?!🤷!"" 말대꾸에 말 자르기 시전까지?! 🔥부글🔥 오은영 박사님 화나게 만든 역대급 의뢰인들|#이창훈#강원래 #윤기원 #금쪽상담소",neutral,other,high,high,The video appears to focus on a counseling program with no clear gender-related discourse or ideological stance.,neutral,
mukwdTwn-1g,사람 무는 개 마주치자 눈빛으로 단숨에 제압하는 강형욱 ㄷㄷ I KBS 개는 훌륭하다 220530 방송,neutral,other,high,high,"The video title and description focus on a dog training show, which does not relate to gender-related discourse.",neutral,
s2FDNTV74Ys,까칠 남녀 - 2018 페미니즘- 당신도 페미니스트인가요?_#003,feminism,gender_conflict_discourse,high,high,"The video discusses feminism and gender equality issues, indicating a clear support for feminist ideas and addressing societal gender discrimination.",feminism,
